Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
ATMP3,"1,05","-0,06","-0,1","0,034","0,00%","0,017","-0,03","-0,22","-0,02","-2,33","-13,33","-15,49%","-58,02%","0,35","-10,20%","172,51%","25.295,50","-275.079.000,00","-1,32","-10,37%"
VPSC4,"9,99","-0,05","4,3","0,029","0,00%","0,033","-0,06","-0,13","-0,06","-0,2","-0,2","-22,82%","-55,90%","0,43","-28,56%","-8246,83%",0,"1.232.000,00","6,15","-10,02%"
MEND6,"9,5","-0,05","-0,01","72,224","0,00%","0,103","-0,04","-0,15","-0,01","-18,74","-18,76","-48049,10%","-139906,00%",0,"-68,62%","12,77%",0,"-14.859.900.000,00","-0,82","-21,62%"
VAGV3,"1,14","-0,05","-0,01","0,014","0,00%","0,037","-0,08","-0,27","-0,01","-8,9","-8,9","-5,08%","-29,29%","0,52","-15,14%","20,73%",0,"-8.194.580.000,00","-0,31","1,06%"
DHBI4,"1,01","-0,04","-0,01","0,046","0,00%","0,018","-0,01","-0,2","-0,01","-21,09","-51,1","-23,58%","-154,81%","0,12","-10,50%","21,03%",0,"-456.340.000,00","-0,99","-23,62%"
VAGV4,"1,02","-0,04","-0,01","0,012","0,00%","0,033","-0,07","-0,24","-0,01","-8,87","-8,87","-5,08%","-29,29%","0,52","-15,14%","20,73%",0,"-8.194.580.000,00","-0,31","1,06%"
TEKA3,"8,23","-0,04",0,"0,016","0,00%","0,004",0,"0,84",0,"124,06","65,06","1,91%","-39,90%","0,04","0,75%","5,49%",0,"-1.881.150.000,00","-0,32","17,07%"
GAFP3,"0,12","-0,04","-0,01","0,372","0,00%","0,015","-0,09","-0,48","-0,01","-46,92","-46,92","-77,57%","-981,28%","0,51","-3,21%","38,79%",0,"-80.712.500,00","-1,43","-58,09%"
MEND5,"6,5","-0,04",0,"49,416","0,00%","0,07","-0,03","-0,1",0,"-18,7","-18,71","-48049,10%","-139906,00%",0,"-68,62%","12,77%",0,"-14.859.900.000,00","-0,82","-21,62%"
ARTE3,"7,7","-0,04","-0,04",0,"0,00%","0,103",0,"-0,52",0,"-15,85","-15,85","0,00%","0,00%",0,"0,00%","102,90%",0,"-33.570.000,00",0,"-64,35%"
TROR3,"2,63","-0,03","-0,01","0,598","0,00%","0,532","-0,01","-6,57","-0,01","-728,92","-728,92","-9,11%","-1745,52%","0,01","-9,77%","21,14%",0,"-1.959.650.000,00","-0,8","6,34%"
OSXB3,"6,4","-0,03",0,"0,577","0,00%","0,009","-0,03","-0,83",0,"-214,48","-447,03","-69,13%","-1839,50%","0,05","-1,24%","10,21%","88.743,40","-5.842.510.000,00","-0,89","37,03%"
VPSC3,"6,03","-0,03","2,59","0,017","0,00%","0,02","-0,03","-0,08","-0,04","-0,15","-0,15","-22,82%","-55,90%","0,43","-28,56%","-8246,83%",0,"1.232.000,00","6,15","-10,02%"
VPTA3,5,"-0,03",0,"0,124","0,00%","0,026","-0,01","-0,06",0,"-6,82","-6,82","-193,57%","-396,38%","0,23","-45,00%","10,11%",0,"-867.658.000,00","-0,34","-58,91%"
ARTE4,"6,81","-0,03","-0,03",0,"0,00%","0,091",0,"-0,46",0,"-15,79","-15,79","0,00%","0,00%",0,"0,00%","102,90%",0,"-33.570.000,00",0,"-64,35%"
RCTB33,57,"-0,03",0,"0,011","0,00%","0,001",0,"-0,01",0,"3,35","21,62","-83,06%","-44,11%","4,98","-10,25%","-9,15%",0,"1.657.470.000,00","0,11","58,99%"
TROR4,"1,56","-0,02",0,"0,355","0,00%","0,316",0,"-3,9",0,"-726,24","-726,24","-9,11%","-1745,52%","0,01","-9,77%","21,14%",0,"-1.959.650.000,00","-0,8","6,34%"
RPMG4,"0,26","-0,02",0,"0,004","0,00%","0,003",0,"-0,02",0,"-0,02","-0,02","-18,70%","-19,13%","0,54","-17,84%","21,50%",0,"-4.233.000.000,00",0,"52,82%"
RCTB31,41,"-0,02",0,"0,008","0,00%","0,001",0,"-0,01",0,"3,35","21,64","-83,06%","-44,11%","4,98","-10,25%","-9,15%",0,"1.657.470.000,00","0,11","58,99%"
GAFP4,"0,05","-0,02","-0,01","0,155","0,00%","0,006","-0,04","-0,2",0,"-46,65","-46,65","-77,57%","-981,28%","0,51","-3,21%","38,79%",0,"-80.712.500,00","-1,43","-58,09%"
MILK33,"0,3","-0,02","-0,02","0,077","0,00%","0,029","-0,08","-0,04","-0,02","-0,11","-0,12","-176,80%","-508,08%","0,5","-70,91%","165,12%",0,"-516.285.000,00","-0,04","-42,04%"
RCTB41,"33,51","-0,01",0,"0,007","0,00%","0,001",0,"-0,01",0,"3,35","21,66","-83,06%","-44,11%","4,98","-10,25%","-9,15%",0,"1.657.470.000,00","0,11","58,99%"
RCTB42,20,"-0,01",0,"0,004","0,00%",0,0,0,0,"3,36","21,68","-83,06%","-44,11%","4,98","-10,25%","-9,15%",0,"1.657.470.000,00","0,11","58,99%"
SCAR4,10,"-0,01",0,"0,002","0,00%",0,0,0,0,"12,65","8,92","47,51%","-22,53%","2,25","4,23%","-4,36%",0,"1.503.850.000,00","1,41","-14,53%"
TENE5,"0,5",0,0,0,"0,00%","0,004","-0,1","-0,05",0,"-0,86","-1,58","0,00%","0,00%","0,01","-7,78%","13,69%",0,"-103.482.000,00","-0,01","0,00%"
CGOS4,16,0,0,0,"0,00%",0,0,"-0,16",0,"-313,85","-313,85","-0,20%","-10,48%","0,54","-0,08%","-39,02%",0,"453.387.000,00","2,48","8,97%"
MNDL4,"0,38",0,0,"0,001","0,00%","0,001",0,"0,01",0,"3,97","3,37","11,48%","-86,19%","0,26","6,93%","84,73%",0,"-752.804.000,00","-0,46","13,80%"
OSAO4,"8,98",0,0,0,"0,00%",0,0,"0,03",0,"66,16","4,99","0,51%","-10,85%","0,41","0,64%","22,97%",0,"-371.809.000,00","-0,76","21,61%"
ARPS3,"0,3",0,0,0,"0,00%",0,0,0,0,"-14,08","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%",0,"-12.690.000,00","-1,24","-17,53%"
SEBB4,0,0,0,0,"0,00%",0,0,0,0,"-0,23","-0,23","9,24%","7,40%","2,44","24,15%","23,01%",0,"145.783.000,00","0,01","50,04%"
SLCP3,"610,02",0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
MLPA3,0,0,0,0,"0,00%",0,0,0,0,"-2,08","-2,08","6,66%","8,92%",0,"0,00%","45,13%",0,"44.578.000,00",0,"-7,51%"
VGOR3,0,0,0,0,"0,00%",0,0,0,0,"6,77","6,77","4,50%","-4,59%","1,04","6,00%","-24,29%",0,"135.178.000,00","1,89","4,77%"
SGEN3,5,0,"0,77","593,76","0,00%","0,493","-8,34","-31,73","-2,01","-32,42","-32,42","-1871,17%","0,00%","0,65","-1,59%","0,00%",0,"156.981.000,00","0,02","-59,85%"
OPCT3,"2,84",0,"0,76",0,"0,00%","0,253","-4,89",0,"-0,55",0,0,"0,00%","0,00%","0,8","0,00%","0,00%","1.897.610,00","751.063.000,00","1,55","0,00%"
ICPI3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
ILLS4,"100,01",0,0,0,"0,00%",0,0,0,0,"0,73","0,73","8,43%","-10,22%","0,5","8,14%","36,09%",0,"-18.567.000,00","-0,22","9,33%"
LATS3,22,0,0,0,"0,00%",0,0,0,0,"1,27","1,27","11,74%","1,30%","1,67","11,63%","1,84%",0,"680.646.000,00","0,39","15,37%"
CCHI4,"0,02",0,"-0,01",0,"0,00%","0,077",0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"-160.477.000,00",0,"20,36%"
EQMA5B,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"3.161.970.000,00",0,"9,55%"
FIGE3,"12,03",0,"0,19",0,"328,55%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"148.692.000,00",0,"-67,79%"
SALM4,"5,9",0,0,0,"0,00%",0,0,0,0,"1,1","1,1","10,22%","4,13%","1,31","25,78%","19,53%",0,"475.600.000,00","0,8","24,53%"
GALO4,"0,25",0,0,0,"0,00%",0,0,0,0,0,0,"13,98%","-184,58%",0,"39,37%","7,62%",0,"-60.607.000,00",0,"-28,97%"
ODER3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"414.981.000,00",0,"20,96%"
TNEP3,"3,01",0,0,0,"0,00%",0,0,0,0,"-1,09","-1,09","20,92%","25,42%","2,39","20,53%","22,80%",0,"955.105.000,00","0,06","8,15%"
VNET3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"13.712.300.000,00",0,"-10,83%"
SASG3,"0,98",0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
SFSA3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","6,25%",0,"739.524.000,00",0,"0,15%"
ECIS4,145,0,0,0,"0,00%",0,0,0,0,"1,53","1,53","34,90%","14,18%","1,38","12,48%","7,33%",0,"129.346.000,00","0,38","4,66%"
LAND3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"703.309.000,00",0,"0,00%"
BPNM3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","9,32%",0,"7.791.630.000,00",0,"17,48%"
LECO3,0,0,0,0,"0,00%",0,0,0,0,-3,-3,"-2,14%","-4,72%","0,82","-3,48%","-14,82%",0,"105.928.000,00","0,2","3,58%"
PTIP3,22,0,0,0,"0,00%",0,0,0,0,"3,62","3,62","13,73%","7,55%","0,7","23,13%","-121,74%",0,"-155.957.000,00","-9,02","62,11%"
ALBA3,"2,15",0,0,0,"0,00%",0,0,0,0,"-1,27","-1,27","9,50%","9,62%","1,83","20,40%","19,77%",0,"354.860.000,00","0,03","14,69%"
REPA4,"1,08",0,0,0,"0,00%",0,0,0,0,"4,54","4,54","5,18%","1,22%","1,99","4,05%","1,91%",0,"378.378.000,00","0,42","1,09%"
BBTG13,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","40,00%",0,"10.000,00",0,"0,00%"
MSAN3,"6,44",0,0,0,"0,00%",0,0,0,0,"0,21","0,21","6,27%","2,42%","1,18","11,78%","11,81%",0,"2.533.030.000,00","0,39","101,35%"
CSPC4,"1,2",0,0,0,"0,00%",0,0,0,0,"1,43","1,43","38,62%","18,85%","1,43","29,18%","45,33%",0,"2.126.670.000,00","1,48","41,15%"
BOVH3,"15,71",0,"6,16",0,"0,00%","4,874","6,9",0,"6,91",0,0,"0,00%","0,00%","4,4","0,00%","0,00%",0,"1.843.320.000,00",0,"0,00%"
VSPT3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"4.154.750.000,00",0,"16,26%"
SCLO3,"14,1",0,"-84,08",0,"0,00%","721,805",-77,0,"-76,32",0,0,"0,00%","0,00%","0,01","0,00%","0,00%",0,"-160.988,00","-0,17","-55,74%"
SUZA4,"13,9",0,"0,3",0,"0,00%","0,019","0,1",0,"-0,04",0,0,"0,00%","0,00%","2,81","0,00%","0,00%",0,"7.971.000.000,00","9,54","42,45%"
BSGR3,"1.091,28",0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
ABCB3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","15,05%",0,"5.070.730.000,00",0,"30,47%"
ARPS4,0,0,0,0,"0,00%",0,0,0,0,"-14,08","-14,08","-4,92%","-11,59%","0,91","-6,64%","20,34%",0,"-12.690.000,00","-1,24","-17,53%"
BBTG11,"15,01",0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
VVAX3,0,0,0,0,"0,00%",0,0,0,0,"-4,44","-4,44","-7,36%","-37,76%","2,19","-6,52%","-92,03%",0,"144.676.000,00","1,55","0,00%"
ESTC4,0,0,0,0,"0,00%",0,0,0,0,"7,6","3,32","12,07%","-1,01%","2,07","6,69%","-1,57%",0,"3.024.090.000,00","1,89","6,60%"
SGEN4,"0,6",0,"0,09","71,251","0,00%","0,059",-1,"-3,81","-0,24","-4,5","-4,5","-1871,17%","0,00%","0,65","-1,59%","0,00%",0,"156.981.000,00","0,02","-59,85%"
PRBC3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","9,25%",0,"1.254.220.000,00",0,"-0,14%"
EQMA6B,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"3.161.970.000,00",0,"9,55%"
FIGE4,"38,01",0,"0,6",0,"114,38%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"148.692.000,00",0,"-67,79%"
SEBB3,0,0,0,0,"0,00%",0,0,0,0,"-0,23","-0,23","9,24%","7,40%","2,44","24,15%","23,01%",0,"145.783.000,00","0,01","50,04%"
BERG3,33,0,0,0,"0,00%",0,0,0,0,"-10,49","-10,49","-8,60%","-32,60%","0,46","-5,58%","-102,71%",0,"9.538.000,00","2,86","-8,00%"
DAYC3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","17,33%",0,"3.009.030.000,00",0,"8,15%"
PINE3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","2,32%",0,"857.607.000,00",0,"17,29%"
INHA3,0,0,0,0,"0,00%",0,0,0,0,"-194,43","68,2","-0,82%","-2,99%","1,93","-0,16%","-1,75%",0,"1.741.480.000,00","1,28","11,69%"
TNEP4,"3,95",0,0,0,"0,00%",0,0,0,0,"-1,09","-1,09","20,92%","25,42%","2,39","20,53%","22,80%",0,"955.105.000,00","0,06","8,15%"
CLSC6,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"2.933.340.000,00",0,"9,53%"
CPFP4,44,0,"5,22",0,"0,00%","0,328","4,1",0,"-0,49",0,0,"0,00%","0,00%","1,42","0,00%","0,00%",0,"447.834.000,00","7,45","0,00%"
DUFB11,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,0,0,"0,00%"
CCHI3,"0,02",0,"-0,01",0,"0,00%","0,077",0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"-160.477.000,00",0,"20,36%"
SALM3,"5,7",0,0,0,"0,00%",0,0,0,0,"1,1","1,1","10,22%","4,13%","1,31","25,78%","19,53%",0,"475.600.000,00","0,8","24,53%"
GALO3,0,0,0,0,"0,00%",0,0,0,0,0,0,"13,98%","-184,58%",0,"39,37%","7,62%",0,"-60.607.000,00",0,"-28,97%"
PTIP4,"25,15",0,0,0,"0,00%",0,0,0,0,"3,62","3,62","13,73%","7,55%","0,7","23,13%","-121,74%",0,"-155.957.000,00","-9,02","62,11%"
MSAN4,"6,44",0,0,0,"0,00%",0,0,0,0,"0,21","0,21","6,27%","2,42%","1,18","11,78%","11,81%",0,"2.533.030.000,00","0,39","101,35%"
BMEF3,11,0,"4,16",0,"0,00%","3,482","10,24",0,"11,3",0,0,"0,00%","0,00%","3,7","0,00%","0,00%",0,"2.674.780.000,00",0,"0,00%"
ECIS3,"211,65",0,0,0,"0,00%",0,0,0,0,"1,53","1,53","34,90%","14,18%","1,38","12,48%","7,33%",0,"129.346.000,00","0,38","4,66%"
AGEI3,"7,8",0,"1,25",0,"0,00%","0,47","1,39",0,"-12,59",0,0,"0,00%","0,00%","2,45","0,00%","0,00%",0,"1.878.210.000,00","1,01","0,00%"
CMMA4,"0,81",0,0,0,"0,00%",0,0,0,0,"0,03","0,03","0,00%","0,00%",0,"0,00%","-1,92%",0,"-79.623.000,00",0,"0,00%"
VSPT4,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"4.154.750.000,00",0,"16,26%"
SCLO4,"0,41",0,"-2,44",0,"0,00%","20,989","-2,24",0,"-2,22",0,0,"0,00%","0,00%","0,01","0,00%","0,00%",0,"-160.988,00","-0,17","-55,74%"
CZRS3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","3,34%",0,"1.145.670.000,00",0,"14,44%"
JFAB4,"0,06",0,0,0,"0,00%",0,0,0,0,"-112,33","-112,33","0,00%","0,00%",0,"0,00%","2,34%",0,"-10.183.000,00",0,"0,00%"
REPA3,1,0,0,0,"0,00%",0,0,0,0,"4,54","4,54","5,18%","1,22%","1,99","4,05%","1,91%",0,"378.378.000,00","0,42","1,09%"
VVAX4,0,0,0,0,"0,00%",0,0,0,0,"-4,44","-4,44","-7,36%","-37,76%","2,19","-6,52%","-92,03%",0,"144.676.000,00","1,55","0,00%"
CSPC3,"1,24",0,0,0,"0,00%",0,0,0,0,"1,43","1,43","38,62%","18,85%","1,43","29,18%","45,33%",0,"2.126.670.000,00","1,48","41,15%"
MMAQ3,0,0,0,0,"0,00%",0,0,0,0,"1,47","1,13","2,01%","5,51%","1,85","5,01%","17,66%",0,"232.198.000,00","0,31","29,55%"
BPAT33,20,0,"0,82",0,"35,72%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"876.492.000,00",0,"0,00%"
JBDU3,0,0,0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","0,00%",0,"56.569.000,00",0,"0,00%"
ENER5,6,0,0,0,"0,00%",0,0,0,0,"2,17","1,96","26,85%","13,96%","1,43","23,76%","58,08%",0,"1.046.390.000,00","2,89","15,49%"
ENER3,"10,5",0,0,0,"0,00%",0,0,0,0,"2,17","1,96","26,85%","13,96%","1,43","23,76%","58,08%",0,"1.046.390.000,00","2,89","15,49%"
ENER6,12,0,0,0,"0,00%",0,0,0,0,"2,17","1,96","26,85%","13,96%","1,43","23,76%","58,08%",0,"1.046.390.000,00","2,89","15,49%"
TEFC11,"35,5",0,0,0,"0,00%",0,0,0,0,"3,45","3,45","23,54%","14,18%","0,61","14,85%","46,72%",0,"45.856.000.000,00","2,95","12,91%"
CAFE4,"0,5",0,0,"0,071","0,00%","0,004",0,"-0,13",0,"-45,27","-53,49","-53,07%","2163,80%","0,02","-2,81%","-64,17%",0,"-377.387.000,00","-0,98","-11,30%"
MLPA12,40,"0,01",0,"0,001","0,00%","0,002",0,"0,01",0,"-2,06","-2,06","6,66%","8,92%",0,"0,00%","45,13%",0,"44.578.000,00",0,"-7,51%"
MLPA4,45,"0,01",0,"0,001","0,00%","0,003",0,"0,01",0,"-2,06","-2,06","6,66%","8,92%",0,"0,00%","45,13%",0,"44.578.000,00",0,"-7,51%"
CBMA4,"0,01","0,02",0,"2,514","0,00%","0,007","-0,72","0,76",0,"12.808,10","4.129,17","329,66%","-16748,10%","0,68","0,93%","-0,32%",0,"-19.405.600.000,00","-0,89","38,30%"
CBMA3,"0,01","0,02",0,"2,514","0,00%","0,007","-0,72","0,76",0,"12.808,10","4.129,17","329,66%","-16748,10%","0,68","0,93%","-0,32%",0,"-19.405.600.000,00","-0,89","38,30%"
CESP4,"16,29","0,02",0,"0,002","0,00%",0,"0,04",0,0,"1,21","0,89","51,29%","14,02%","1,13","8,67%","4,28%",0,"7.583.450.000,00","0,27","11,53%"
CAFE3,2,"0,02","-0,01","0,283","0,00%","0,015","-0,01","-0,53","-0,01","-45,67","-53,96","-53,07%","2163,80%","0,02","-2,81%","-64,17%",0,"-377.387.000,00","-0,98","-11,30%"
BSCT3,"4,05","0,04",0,0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","9,05%",0,"212.960.000,00",0,"1,92%"
BPHA3,"0,62","0,06","-0,24","-20,054","0,00%","0,995","-0,38","0,78","-0,2","1,6","1,43","-2581,69%","-33652,50%","0,06","401,01%","-402,50%",0,"-292.294.000,00","-0,26","-53,39%"
PDGR3,"0,12","0,06","-0,01","0,226","0,00%","0,032","-0,02","-0,49","-0,01","-14,68","-14,82","-46,50%","363,58%","0,29","-9,17%","-12,91%","2.040.850,00","-4.867.480.000,00","-0,25","-9,12%"
SULT4,"0,43","0,08","0,01","0,036","0,00%","0,003","-0,01","-0,25",0,"-0,3","-0,33","-14,44%","47,41%","0,2","-1,22%","19,56%",0,"364.532.000,00","0,01","8,89%"
PALF11,125,"0,08","0,08","0,007","0,00%","0,006","-0,05","0,04","-0,01","2,81","2,46","16,97%","9,16%","0,65","16,24%","97,83%",0,"1.401.770.000,00","5,43","12,00%"
LREN4,105,"0,08","0,01","0,008","0,00%","0,005","0,02","0,04","0,05","-0,32","-0,23","21,45%","9,33%","1,8","18,82%","12,52%",0,"9.790.800.000,00","0,35","10,91%"
SULT3,"0,56","0,1","0,02","0,047","0,00%","0,004","-0,02","-0,32","-0,01","-0,38","-0,41","-14,44%","47,41%","0,2","-1,22%","19,56%",0,"364.532.000,00","0,01","8,89%"
BRSR4,"181,1","0,1","0,01",0,"0,00%",0,0,0,0,0,0,"0,00%","0,00%",0,"0,00%","7,90%",0,"9.004.730.000,00",0,"2,67%"
CREM4,48,"0,11","0,01","0,002","0,00%","0,002","0,02","0,03","-0,02","3,55","2,09","8,05%","2,10%","1,29","11,36%","7,50%",0,"189.701.000,00","1,58","-0,27%"
TPRC6,105,"0,13","0,01","0,015","0,00%","0,006","0,12","0,08","-0,03",0,0,"19,44%","11,11%","1,34","9,67%","8,33%",0,"22.847.800.000,00","0,14","2,29%"
TPRC3,"113,5","0,14","0,01","0,016","0,00%","0,007","0,13","0,08","-0,03","0,01",0,"19,44%","11,11%","1,34","9,67%","8,33%",0,"22.847.800.000,00","0,14","2,29%"
INEP4,"0,88","0,15","-0,11","6,616","0,00%","0,12","-0,17","0,11","-0,06","0,66","0,66","6000,18%","4592,49%","0,11","114,51%","-75,59%","2.039.680,00","-1.444.050.000,00","-0,55","-20,76%"
PALF5,"236,6","0,15","0,15","0,014","0,00%","0,012","-0,09","0,08","-0,02","2,85","2,5","16,97%","9,16%","0,65","16,24%","97,83%",0,"1.401.770.000,00","5,43","12,00%"
INEP3,"0,93","0,15","-0,12","6,992","0,00%","0,127","-0,18","0,12","-0,06","0,67","0,66","6000,18%","4592,49%","0,11","114,51%","-75,59%","5.901.460,00","-1.444.050.000,00","-0,55","-20,76%"
SLED4,"2,78","0,18","-0,07","0,323","0,00%","0,196","-0,25","-0,38","-0,06","-1,48","-1,97","-84,95%","184,25%","0,27","-123,67%","-41,73%","16.164,80","-365.842.000,00","-0,23","-54,97%"
PALF3,"279,9","0,18","0,18","0,016","0,00%","0,014","-0,11","0,1","-0,02","2,86","2,51","16,97%","9,16%","0,65","16,24%","97,83%",0,"1.401.770.000,00","5,43","12,00%"
HOOT4,"1,23","0,19","-0,07","0,254","0,00%","0,045","-0,06","-0,14","-0,03","-0,1","-0,11","-176,59%","133,04%","0,1","-32,54%","-35,32%","9.013,93","-335.350.000,00",0,"-10,47%"
MMAQ4,"200,06","0,22","0,04","0,012","0,00%","0,021","0,06","0,6","0,06","2,07","1,6","2,01%","5,51%","1,85","5,01%","17,66%",0,"232.198.000,00","0,31","29,55%"
ASSM4,"6,1","0,29","-0,15","-8,357","0,00%","0,133","-0,2","0,4","-0,08","1,88","1,88","-2084,39%","-2915,61%","0,21","35,38%","-50,73%",0,"-9.943.000,00","-0,56","-8,79%"
GAZO4,"2,32","0,31","-0,03","-1,411","0,00%","0,205","-0,46","0,86","-0,03","1,03","1,03","-164,00%","-454,48%","0,35","25,06%","-10,61%",0,"-102.667.000,00","-0,01","-28,21%"
ASSM3,"7,12","0,33","-0,17","-9,754","0,00%","0,155","-0,23","0,47","-0,09","1,95","1,95","-2084,39%","-2915,61%","0,21","35,38%","-50,73%",0,"-9.943.000,00","-0,56","-8,79%"
BELG4,"1.370,00","0,36","0,07","0,062","0,00%","0,044","0,29","0,23","2,59","0,4","0,4","27,70%","19,46%","1,97","22,04%","18,59%",0,"13.495.400.000,00","0,17","48,47%"
BELG3,"1.375,50","0,36","0,07","0,063","0,00%","0,044","0,29","0,23","2,6","0,41","0,41","27,70%","19,46%","1,97","22,04%","18,59%",0,"13.495.400.000,00","0,17","48,47%"
AGEN33,"0,16","0,39","-0,03",0,"0,00%","0,066","-0,17","0,11","-0,02","3,73","3,61","0,00%","0,00%","0,09","87,67%","-8,85%",0,"-1.112.630.000,00","-1,11","-87,03%"
TRPN3,"0,71","0,44","0,54","0,263","104,74%","0,399","0,59","0,36","0,59","-0,35","-0,35","72,28%","59,29%","3,61","523,01%","122,35%",0,"59.358.000,00",0,"5,77%"
GAZO3,"3,4","0,45","-0,05","-2,068","0,00%","0,301","-0,67","1,26","-0,04","1,43","1,43","-164,00%","-454,48%","0,35","25,06%","-10,61%",0,"-102.667.000,00","-0,01","-28,21%"
SLED3,"7,73","0,49","-0,2","0,899","0,00%","0,544","-0,7","-1,06","-0,16","-2,16","-2,87","-84,95%","184,25%","0,27","-123,67%","-41,73%","3.955,81","-365.842.000,00","-0,23","-54,97%"
SYNE3,"3,98","0,49","0,39","0,263","13,17%","0,145","0,99","0,4","-0,77","0,81","0,78","65,05%","56,52%","6,61","39,99%","79,34%","1.813.030,00","1.550.460.000,00","0,67","37,15%"
FCAP3,"0,62","0,52","0,11",0,"0,00%","0,089",0,"-6,18",0,"-15,27","-15,27","0,00%","0,00%",0,"0,00%","21,83%",0,"107.134.000,00",0,"0,00%"
FCAP4,"0,7","0,58","0,13",0,"0,00%","0,1",0,"-6,98",0,"-16,07","-16,07","0,00%","0,00%",0,"0,00%","21,83%",0,"107.134.000,00",0,"0,00%"
SJOS4,"0,09","0,7","-0,01","0,364","0,00%","0,274","-0,01","0,99","-0,01","25,07","25,07","36,69%","52,31%","0,01","-3,02%","-1,05%",0,"-166.777.000,00","-0,18","30,96%"
MWET4,"9,13","0,73","-0,84","0,067","0,00%","0,071","10,79","2,09","-0,11","9,77","6,72","3,21%","9,13%","1,01","3,81%","-114,11%","29.808,40","-22.427.000,00","-3,09","15,73%"
MNPR4,"4,63","0,79","-0,1","0,091","0,00%","0,108","-0,09","0,54","-0,07","0,55","0,49","16,68%","11,44%","0,3","20,83%","-12,96%",0,"-319.878.000,00",0,"16,69%"
EPAR4,"3,3","0,81","0,53","0,043","0,00%","0,183","0,62","0,67","1,58","1,09","0,96","6,42%","5,32%","1,63","40,16%","64,56%",0,"93.395.000,00","0,71","43,33%"
TARP11,"18,02","0,82","0,25","26,009","0,00%","0,245",0,"197,74",0,"195,29","195,29","13,15%","3170,05%",0,"0,00%","29,89%",0,"678.212.000,00",0,"-71,36%"
MGEL4,"12,2","0,85","-0,37","0,07","0,00%","0,108","0,28","0,59","-0,17","6,17","5,3","11,75%","8,14%","2,54","22,35%","-43,65%","25.001,10","-189.125.000,00","-3,99","22,30%"
MRFG3,"7,74","0,94","0,75","0,044","34,56%","0,037","0,46","0,52","-0,09","4,87","3,4","8,41%","4,89%","1,27","10,05%","79,76%","135.007.000,00","6.832.400.000,00","9,2","44,83%"
